"price";"product_url";"designation";"category";"image_url";"description";"merchant_id";"in_stock";"Stock_detail";"product_type";"condition"
"22.67";"http://www.bulksupplements.com/green-tea-50-polyphenols-500g-pure-powder.html";"Green Tea 50% Polyphenols | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_57.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% Polyphenols (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent Polyphenols. Polyphenols are antioxidants which are useful in their ability to protect healthy cells from being harmed by molecules known as free radicals. It also has the capacity to assist the immune system in its various functions.</p>";"GTP-500";"Y";"90";"1";"0"
"33.48";"http://www.bulksupplements.com/green-tea-50-polyphenols-1kg-pure-powder.html";"Green Tea 50% Polyphenols | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_58.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% Polyphenols (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent Polyphenols. Polyphenols are antioxidants which are useful in their ability to protect healthy cells from being harmed by molecules known as free radicals. It also has the capacity to assist the immune system in its various functions.</p>";"GTP-1KG";"Y";"100";"1";"0"
"142.71";"http://www.bulksupplements.com/green-tea-50-polyphenols-5kg-pure-powder.html";"Green Tea 50% Polyphenols | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_59.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% Polyphenols (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent Polyphenols. Polyphenols are antioxidants which are useful in their ability to protect healthy cells from being harmed by molecules known as free radicals. It also has the capacity to assist the immune system in its various functions.</p>";"GTP-5KG";"N";"0";"1";"0"
"357.93";"http://www.bulksupplements.com/green-tea-50-polyphenols-25kg-pure-powder.html";"Green Tea 50% Polyphenols | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_60.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% Polyphenols (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent Polyphenols. Polyphenols are antioxidants which are useful in their ability to protect healthy cells from being harmed by molecules known as free radicals. It also has the capacity to assist the immune system in its various functions.</p>";"GTP-25KG";"N";"0";"1";"0"
"15.10";"http://www.bulksupplements.com/inositol-hexaphosphate-100g-pure-powder.html";"Inositol Hexaphosphate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_225.jpg";"<p style=\"text-align: justify;\">Inositol Hexaphosphate is the main vehicle through which phosphorus is stored in plant tissues. Seeds and bran make the most use out of Inositol Hexaphosphate. It is sometimes called IP6, Phytate, or Phytic acid when it is in the form of a salt.</p><p style=\"text-align: justify;\">Inositol Hexaphosphate is part of the B vitamin chain. IP6, the direct derivative of Inositol Hexaphosphate, is a necessary ingredient in the tissues of many types of legumes, with soybeans having the highest concentration. This makes soybeans one of the greatest sources of nutritionally derived IP6 along with other high fiber foods such as cereals, beans, corn, tofu, oatmeal, brown rice, and peanuts, just to name a few. Inositol Hexaphosphate is highly effective as an antioxidant and helps the immune system to be more effective.</p>";"IH-100";"Y";"139";"1";"0"
"21.59";"http://www.bulksupplements.com/inositol-hexaphosphate-250g-pure-powder.html";"Inositol Hexaphosphate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_226.jpg";"<p style=\"text-align: justify;\">Inositol Hexaphosphate is the main vehicle through which phosphorus is stored in plant tissues. Seeds and bran make the most use out of Inositol Hexaphosphate. It is sometimes called IP6, Phytate, or Phytic acid when it is in the form of a salt.</p><p style=\"text-align: justify;\">Inositol Hexaphosphate is part of the B vitamin chain. IP6, the direct derivative of Inositol Hexaphosphate, is a necessary ingredient in the tissues of many types of legumes, with soybeans having the highest concentration. This makes soybeans one of the greatest sources of nutritionally derived IP6 along with other high fiber foods such as cereals, beans, corn, tofu, oatmeal, brown rice, and peanuts, just to name a few. Inositol Hexaphosphate is highly effective as an antioxidant and helps the immune system to be more effective.</p>";"IH-250";"Y";"103";"1";"0"
"34.56";"http://www.bulksupplements.com/inositol-hexaphosphate-500g-pure-powder.html";"Inositol Hexaphosphate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_227.jpg";"<p style=\"text-align: justify;\">Inositol Hexaphosphate is the main vehicle through which phosphorus is stored in plant tissues. Seeds and bran make the most use out of Inositol Hexaphosphate. It is sometimes called IP6, Phytate, or Phytic acid when it is in the form of a salt.</p><p style=\"text-align: justify;\">Inositol Hexaphosphate is part of the B vitamin chain. IP6, the direct derivative of Inositol Hexaphosphate, is a necessary ingredient in the tissues of many types of legumes, with soybeans having the highest concentration. This makes soybeans one of the greatest sources of nutritionally derived IP6 along with other high fiber foods such as cereals, beans, corn, tofu, oatmeal, brown rice, and peanuts, just to name a few. Inositol Hexaphosphate is highly effective as an antioxidant and helps the immune system to be more effective.</p>";"IH-500";"Y";"40";"1";"0"
"57.28";"http://www.bulksupplements.com/inositol-hexaphosphate-1kg-pure-powder.html";"Inositol Hexaphosphate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_228.jpg";"<p style=\"text-align: justify;\">Inositol Hexaphosphate is the main vehicle through which phosphorus is stored in plant tissues. Seeds and bran make the most use out of Inositol Hexaphosphate. It is sometimes called IP6, Phytate, or Phytic acid when it is in the form of a salt.</p><p style=\"text-align: justify;\">Inositol Hexaphosphate is part of the B vitamin chain. IP6, the direct derivative of Inositol Hexaphosphate, is a necessary ingredient in the tissues of many types of legumes, with soybeans having the highest concentration. This makes soybeans one of the greatest sources of nutritionally derived IP6 along with other high fiber foods such as cereals, beans, corn, tofu, oatmeal, brown rice, and peanuts, just to name a few. Inositol Hexaphosphate is highly effective as an antioxidant and helps the immune system to be more effective.</p>";"IH-1KG";"Y";"26";"1";"0"
"246.54";"http://www.bulksupplements.com/inositol-hexaphosphate-5kg-pure-powder.html";"Inositol Hexaphosphate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_229.jpg";"<p style=\"text-align: justify;\">Inositol Hexaphosphate is the main vehicle through which phosphorus is stored in plant tissues. Seeds and bran make the most use out of Inositol Hexaphosphate. It is sometimes called IP6, Phytate, or Phytic acid when it is in the form of a salt.</p><p style=\"text-align: justify;\">Inositol Hexaphosphate is part of the B vitamin chain. IP6, the direct derivative of Inositol Hexaphosphate, is a necessary ingredient in the tissues of many types of legumes, with soybeans having the highest concentration. This makes soybeans one of the greatest sources of nutritionally derived IP6 along with other high fiber foods such as cereals, beans, corn, tofu, oatmeal, brown rice, and peanuts, just to name a few. Inositol Hexaphosphate is highly effective as an antioxidant and helps the immune system to be more effective.</p>";"IH-5KG";"Y";"49996";"1";"0"
"749.44";"http://www.bulksupplements.com/inositol-hexaphosphate-25kg-pure-powder.html";"Inositol Hexaphosphate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_230.jpg";"<p style=\"text-align: justify;\">Inositol Hexaphosphate is the main vehicle through which phosphorus is stored in plant tissues. Seeds and bran make the most use out of Inositol Hexaphosphate. It is sometimes called IP6, Phytate, or Phytic acid when it is in the form of a salt.</p><p style=\"text-align: justify;\">Inositol Hexaphosphate is part of the B vitamin chain. IP6, the direct derivative of Inositol Hexaphosphate, is a necessary ingredient in the tissues of many types of legumes, with soybeans having the highest concentration. This makes soybeans one of the greatest sources of nutritionally derived IP6 along with other high fiber foods such as cereals, beans, corn, tofu, oatmeal, brown rice, and peanuts, just to name a few. Inositol Hexaphosphate is highly effective as an antioxidant and helps the immune system to be more effective.</p>";"IH-25KG";"Y";"9";"1";"0"
"15.10";"http://www.bulksupplements.com/lutein-5-100g-pure-powder.html";"Lutein 5% | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_220.jpg";"<p style=\"text-align: justify;\">Lutein is an antioxidant that is found in the Carotenoid family. This same group also has Beta-Carotene, Alpha-Carotene, and Lycopene among it, as well as others. It is often found in large concentrations in vegetables. The darker the pigment of the vegetable, the more Lutein is likely in it. This is because like the other Carotenoids it actually adds to the pigment of the fruit or vegetable. Not like the other Carotenoids, Lutein is the only one which is not converted into Vitamin A when digested. The main purpose of Lutein is to help shield the eye from the sun’s harmful UV rays. There is a large amount of Lutein present in the retina already. However, its abilities as an antioxidant help to protect the body in general from damage due to free radical presence.</p>";"LUT-100";"Y";"115";"1";"0"
